"","y_pred"
"7162",1
"7163",9
"7164",1
"7165",7
"7166",3
"7167",9
"7168",4
"7169",5
"7170",5
"7171",3
"7172",6
"7173",0
"7174",5
"7175",3
"7176",1
"7177",8
"7178",7
"7179",5
"7180",0
"7181",4
"7182",8
"7183",2
"7184",7
"7185",3
"7186",1
"7187",9
"7188",6
"7189",2
"7190",2
"7191",3
"7192",6
"7193",4
"7194",5
"7195",0
"7196",6
"7197",1
"7198",9
"7199",0
"7200",2
"7201",0
"7202",9
"7203",0
"7204",5
"7205",4
"7206",3
"7207",8
"7208",8
"7209",5
"7210",1
"7211",2
"7212",3
"7213",1
"7214",0
"7215",8
"7216",4
"7217",3
"7218",4
"7219",2
"7220",6
"7221",4
"7222",6
"7223",9
"7224",6
"7225",1
"7226",3
"7227",3
"7228",0
"7229",0
"7230",0
"7231",6
"7232",8
"7233",0
"7234",1
"7235",9
"7236",8
"7237",3
"7238",2
"7239",8
"7240",8
"7241",6
"7242",4
"7243",9
"7244",5
"7245",3
"7246",4
"7247",6
"7248",5
"7249",3
"7250",6
"7251",3
"7252",4
"7253",9
"7254",3
"7255",0
"7256",7
"7257",5
"7258",0
"7259",0
"7260",1
"7261",2
"7262",5
"7263",8
"7264",0
"7265",0
"7266",1
"7267",4
"7268",5
"7269",3
"7270",9
"7271",6
"7272",4
"7273",0
"7274",7
"7275",5
"7276",1
"7277",2
"7278",3
"7279",1
"7280",9
"7281",3
"7282",2
"7283",8
"7284",9
"7285",8
"7286",2
"7287",0
"7288",3
"7289",2
"7290",4
"7291",8
"7292",6
"7293",1
"7294",4
"7295",6
"7296",3
"7297",7
"7298",4
"7299",1
"7300",0
"7301",1
"7302",5
"7303",9
"7304",7
"7305",3
"7306",3
"7307",5
"7308",2
"7309",8
"7310",9
"7311",3
"7312",9
"7313",4
"7314",1
"7315",7
"7316",2
"7317",5
"7318",8
"7319",7
"7320",7
"7321",6
"7322",7
"7323",1
"7324",9
"7325",3
"7326",1
"7327",4
"7328",0
"7329",9
"7330",3
"7331",2
"7332",2
"7333",1
"7334",8
"7335",6
"7336",3
"7337",7
"7338",9
"7339",0
"7340",2
"7341",7
"7342",3
"7343",4
"7344",9
"7345",1
"7346",9
"7347",0
"7348",6
"7349",8
"7350",1
"7351",6
"7352",3
"7353",3
"7354",5
"7355",4
"7356",0
"7357",4
"7358",2
"7359",2
"7360",1
"7361",7
"7362",8
"7363",7
"7364",3
"7365",9
"7366",8
"7367",4
"7368",6
"7369",9
"7370",7
"7371",3
"7372",2
"7373",0
"7374",3
"7375",4
"7376",1
"7377",5
"7378",0
"7379",0
"7380",3
"7381",1
"7382",7
"7383",4
"7384",9
"7385",7
"7386",0
"7387",1
"7388",8
"7389",0
"7390",4
"7391",8
"7392",8
"7393",7
"7394",7
"7395",7
"7396",2
"7397",3
"7398",8
"7399",1
"7400",2
"7401",2
"7402",8
"7403",6
"7404",8
"7405",8
"7406",5
"7407",5
"7408",0
"7409",0
"7410",1
"7411",9
"7412",3
"7413",0
"7414",1
"7415",7
"7416",3
"7417",2
"7418",7
"7419",3
"7420",8
"7421",9
"7422",0
"7423",9
"7424",6
"7425",1
"7426",2
"7427",8
"7428",3
"7429",0
"7430",3
"7431",3
"7432",2
"7433",4
"7434",5
"7435",6
"7436",8
"7437",3
"7438",6
"7439",3
"7440",6
"7441",7
"7442",8
"7443",1
"7444",9
"7445",1
"7446",8
"7447",5
"7448",9
"7449",6
"7450",8
"7451",9
"7452",0
"7453",3
"7454",9
"7455",2
"7456",1
"7457",3
"7458",8
"7459",6
"7460",4
"7461",2
"7462",6
"7463",0
"7464",3
"7465",7
"7466",5
"7467",0
"7468",7
"7469",2
"7470",1
"7471",4
"7472",8
"7473",9
"7474",1
"7475",2
"7476",5
"7477",6
"7478",8
"7479",2
"7480",5
"7481",1
"7482",6
"7483",7
"7484",8
"7485",1
"7486",2
"7487",1
"7488",4
"7489",1
"7490",1
"7491",4
"7492",6
"7493",4
"7494",5
"7495",3
"7496",7
"7497",9
"7498",1
"7499",5
"7500",4
"7501",4
"7502",7
"7503",5
"7504",6
"7505",5
"7506",0
"7507",2
"7508",7
"7509",1
"7510",8
"7511",8
"7512",1
"7513",1
"7514",0
"7515",5
"7516",5
"7517",2
"7518",2
"7519",9
"7520",6
"7521",4
"7522",3
"7523",7
"7524",7
"7525",2
"7526",5
"7527",0
"7528",2
"7529",5
"7530",5
"7531",9
"7532",1
"7533",6
"7534",1
"7535",9
"7536",4
"7537",1
"7538",3
"7539",4
"7540",9
"7541",4
"7542",8
"7543",7
"7544",1
"7545",7
"7546",3
"7547",8
"7548",7
"7549",9
"7550",8
"7551",3
"7552",9
"7553",1
"7554",6
"7555",9
"7556",6
"7557",1
"7558",4
"7559",6
"7560",0
"7561",7
"7562",5
"7563",7
"7564",9
"7565",4
"7566",4
"7567",1
"7568",7
"7569",6
"7570",3
"7571",2
"7572",6
"7573",9
"7574",6
"7575",4
"7576",6
"7577",4
"7578",7
"7579",5
"7580",2
"7581",0
"7582",6
"7583",3
"7584",8
"7585",4
"7586",7
"7587",9
"7588",6
"7589",0
"7590",3
"7591",2
"7592",2
"7593",0
"7594",7
"7595",3
"7596",7
"7597",7
"7598",3
"7599",0
"7600",4
"7601",8
"7602",4
"7603",3
"7604",2
"7605",2
"7606",2
"7607",8
"7608",5
"7609",8
"7610",9
"7611",4
"7612",2
"7613",0
"7614",9
"7615",4
"7616",2
"7617",8
"7618",5
"7619",5
"7620",5
"7621",6
"7622",6
"7623",4
"7624",8
"7625",5
"7626",7
"7627",6
"7628",3
"7629",2
"7630",4
"7631",2
"7632",9
"7633",6
"7634",1
"7635",2
"7636",1
"7637",5
"7638",1
"7639",2
"7640",1
"7641",8
"7642",2
"7643",2
"7644",1
"7645",0
"7646",4
"7647",3
"7648",7
"7649",9
"7650",4
"7651",2
"7652",7
"7653",9
"7654",6
"7655",2
"7656",0
"7657",6
"7658",6
"7659",3
"7660",7
"7661",7
"7662",2
"7663",3
"7664",9
"7665",4
"7666",0
"7667",3
"7668",4
"7669",4
"7670",9
"7671",8
"7672",3
"7673",7
"7674",7
"7675",3
"7676",8
"7677",5
"7678",7
"7679",1
"7680",4
"7681",4
"7682",9
"7683",0
"7684",4
"7685",4
"7686",3
"7687",3
"7688",1
"7689",4
"7690",2
"7691",2
"7692",2
"7693",9
"7694",8
"7695",7
"7696",2
"7697",1
"7698",9
"7699",5
"7700",0
"7701",3
"7702",4
"7703",8
"7704",1
"7705",0
"7706",2
"7707",8
"7708",8
"7709",7
"7710",6
"7711",8
"7712",2
"7713",6
"7714",6
"7715",9
"7716",1
"7717",6
"7718",5
"7719",7
"7720",5
"7721",3
"7722",5
"7723",0
"7724",4
"7725",5
"7726",1
"7727",4
"7728",7
"7729",4
"7730",1
"7731",5
"7732",8
"7733",4
"7734",8
"7735",9
"7736",8
"7737",0
"7738",1
"7739",8
"7740",4
"7741",9
"7742",5
"7743",8
"7744",9
"7745",4
"7746",4
"7747",1
"7748",6
"7749",4
"7750",9
"7751",6
"7752",5
"7753",8
"7754",1
"7755",6
"7756",2
"7757",7
"7758",9
"7759",5
"7760",3
"7761",2
"7762",0
"7763",9
"7764",8
"7765",5
"7766",0
"7767",0
"7768",0
"7769",9
"7770",8
"7771",4
"7772",3
"7773",6
"7774",5
"7775",8
"7776",3
"7777",7
"7778",4
"7779",5
"7780",1
"7781",7
"7782",2
"7783",9
"7784",7
"7785",6
"7786",4
"7787",4
"7788",5
"7789",9
"7790",0
"7791",8
"7792",8
"7793",2
"7794",4
"7795",8
"7796",7
"7797",3
"7798",3
"7799",7
"7800",8
"7801",6
"7802",5
"7803",5
"7804",3
"7805",6
"7806",0
"7807",6
"7808",8
"7809",5
"7810",3
"7811",2
"7812",4
"7813",6
"7814",9
"7815",2
"7816",6
"7817",6
"7818",8
"7819",7
"7820",0
"7821",4
"7822",1
"7823",9
"7824",0
"7825",1
"7826",8
"7827",3
"7828",7
"7829",4
"7830",4
"7831",1
"7832",6
"7833",3
"7834",2
"7835",1
"7836",2
"7837",0
"7838",9
"7839",1
"7840",0
"7841",7
"7842",0
"7843",9
"7844",4
"7845",2
"7846",3
"7847",1
"7848",7
"7849",1
"7850",2
"7851",1
"7852",5
"7853",6
"7854",5
"7855",5
"7856",0
"7857",1
"7858",4
"7859",0
"7860",6
"7861",9
"7862",1
"7863",7
"7864",7
"7865",3
"7866",0
"7867",6
"7868",8
"7869",3
"7870",1
"7871",3
"7872",4
"7873",2
"7874",4
"7875",5
"7876",8
"7877",7
"7878",4
"7879",5
"7880",7
"7881",9
"7882",4
"7883",5
"7884",4
"7885",3
"7886",0
"7887",5
"7888",0
"7889",0
"7890",4
"7891",0
"7892",2
"7893",6
"7894",4
"7895",8
"7896",1
"7897",4
"7898",1
"7899",4
"7900",4
"7901",2
"7902",6
"7903",7
"7904",3
"7905",9
"7906",8
"7907",6
"7908",7
"7909",9
"7910",0
"7911",5
"7912",9
"7913",6
"7914",4
"7915",3
"7916",5
"7917",4
"7918",5
"7919",0
"7920",4
"7921",6
"7922",3
"7923",9
"7924",2
"7925",3
"7926",1
"7927",9
"7928",3
"7929",5
"7930",7
"7931",1
"7932",9
"7933",3
"7934",6
"7935",5
"7936",0
"7937",3
"7938",4
"7939",7
"7940",3
"7941",8
"7942",7
"7943",6
"7944",3
"7945",6
"7946",0
"7947",5
"7948",5
"7949",6
"7950",8
"7951",5
"7952",8
"7953",1
"7954",0
"7955",3
"7956",9
"7957",4
"7958",2
"7959",2
"7960",2
"7961",3
"7962",5
"7963",0
"7964",5
"7965",2
"7966",5
"7967",3
"7968",1
"7969",5
"7970",0
"7971",4
"7972",7
"7973",8
"7974",7
"7975",6
"7976",8
"7977",7
"7978",3
"7979",0
"7980",7
"7981",9
"7982",8
"7983",7
"7984",7
"7985",0
"7986",4
"7987",3
"7988",9
"7989",8
"7990",7
"7991",9
"7992",3
"7993",1
"7994",9
"7995",7
"7996",8
"7997",9
"7998",2
"7999",4
"8000",9
"8001",2
"8002",7
"8003",0
"8004",8
"8005",9
"8006",6
"8007",2
"8008",3
"8009",6
"8010",0
"8011",7
"8012",3
"8013",0
"8014",6
"8015",8
"8016",7
"8017",0
"8018",5
"8019",3
"8020",0
"8021",7
"8022",8
"8023",8
"8024",9
"8025",5
"8026",3
"8027",6
"8028",7
"8029",9
"8030",9
"8031",9
"8032",6
"8033",6
"8034",1
"8035",4
"8036",0
"8037",3
"8038",0
"8039",1
"8040",5
"8041",0
"8042",1
"8043",7
"8044",8
"8045",3
"8046",4
"8047",4
"8048",2
"8049",8
"8050",2
"8051",4
"8052",9
"8053",8
"8054",3
"8055",6
"8056",5
"8057",9
"8058",7
"8059",1
"8060",0
"8061",3
"8062",1
"8063",9
"8064",7
"8065",7
"8066",4
"8067",8
"8068",8
"8069",6
"8070",7
"8071",7
"8072",5
"8073",1
"8074",4
"8075",4
"8076",9
"8077",4
"8078",0
"8079",9
"8080",8
"8081",0
"8082",4
"8083",2
"8084",8
"8085",9
"8086",5
"8087",3
"8088",2
"8089",8
"8090",0
"8091",2
"8092",4
"8093",1
"8094",5
"8095",8
"8096",4
"8097",0
"8098",3
"8099",2
"8100",0
"8101",4
"8102",2
"8103",5
"8104",2
"8105",7
"8106",5
"8107",8
"8108",4
"8109",0
"8110",3
"8111",1
"8112",2
"8113",3
"8114",5
"8115",0
"8116",9
"8117",3
"8118",9
"8119",8
"8120",6
"8121",9
"8122",0
"8123",1
"8124",7
"8125",8
"8126",9
"8127",7
"8128",7
"8129",2
"8130",2
"8131",7
"8132",0
"8133",8
"8134",3
"8135",8
"8136",1
"8137",1
"8138",7
"8139",8
"8140",6
"8141",4
"8142",4
"8143",5
"8144",2
"8145",2
"8146",9
"8147",1
"8148",3
"8149",6
"8150",9
"8151",8
"8152",1
"8153",3
"8154",0
"8155",5
"8156",1
"8157",1
"8158",4
"8159",3
"8160",3
"8161",3
"8162",4
"8163",4
"8164",4
"8165",6
"8166",1
"8167",9
"8168",0
"8169",1
"8170",9
"8171",7
"8172",4
"8173",7
"8174",2
"8175",7
"8176",0
"8177",6
"8178",1
"8179",8
"8180",8
"8181",9
"8182",8
"8183",7
"8184",4
"8185",7
"8186",5
"8187",7
"8188",8
"8189",2
"8190",7
"8191",7
"8192",5
"8193",3
"8194",0
"8195",0
"8196",9
"8197",1
"8198",5
"8199",0
"8200",2
"8201",6
"8202",8
"8203",7
"8204",2
"8205",5
"8206",8
"8207",3
"8208",3
"8209",9
"8210",9
"8211",4
"8212",9
"8213",8
"8214",1
"8215",9
"8216",1
"8217",8
"8218",7
"8219",8
"8220",1
"8221",1
"8222",8
"8223",7
"8224",8
"8225",4
"8226",4
"8227",7
"8228",4
"8229",0
"8230",3
"8231",5
"8232",8
"8233",6
"8234",2
"8235",4
"8236",4
"8237",5
"8238",5
"8239",5
"8240",8
"8241",5
"8242",7
"8243",9
"8244",9
"8245",9
"8246",6
"8247",8
"8248",1
"8249",1
"8250",1
"8251",8
"8252",0
"8253",0
"8254",3
"8255",3
"8256",1
"8257",9
"8258",7
"8259",1
"8260",2
"8261",1
"8262",3
"8263",2
"8264",9
"8265",8
"8266",7
"8267",4
"8268",7
"8269",7
"8270",2
"8271",1
"8272",2
"8273",7
"8274",0
"8275",4
"8276",4
"8277",8
"8278",9
"8279",7
"8280",8
"8281",7
"8282",7
"8283",6
"8284",8
"8285",6
"8286",3
"8287",2
"8288",8
"8289",1
"8290",2
"8291",2
"8292",6
"8293",9
"8294",9
"8295",6
"8296",7
"8297",2
"8298",6
"8299",0
"8300",9
"8301",8
"8302",9
"8303",0
"8304",0
"8305",0
"8306",1
"8307",7
"8308",8
"8309",6
"8310",3
"8311",8
"8312",1
"8313",6
"8314",3
"8315",6
"8316",9
"8317",1
"8318",2
"8319",8
"8320",4
"8321",8
"8322",4
"8323",0
"8324",3
"8325",7
"8326",8
"8327",8
"8328",1
"8329",2
"8330",8
"8331",3
"8332",4
"8333",1
"8334",0
"8335",5
"8336",2
"8337",6
"8338",2
"8339",4
"8340",8
"8341",2
"8342",9
"8343",6
"8344",2
"8345",4
"8346",0
"8347",6
"8348",0
"8349",4
"8350",1
"8351",3
"8352",6
"8353",3
"8354",7
"8355",9
"8356",3
"8357",5
"8358",0
"8359",1
"8360",3
"8361",2
"8362",3
"8363",0
"8364",1
"8365",7
"8366",8
"8367",7
"8368",0
"8369",8
"8370",2
"8371",0
"8372",7
"8373",2
"8374",4
"8375",8
"8376",3
"8377",7
"8378",3
"8379",6
"8380",9
"8381",9
"8382",8
"8383",8
"8384",0
"8385",9
"8386",5
"8387",2
"8388",9
"8389",4
"8390",5
"8391",3
"8392",1
"8393",6
"8394",5
"8395",1
"8396",6
"8397",6
"8398",1
"8399",1
"8400",0
"8401",8
"8402",2
"8403",4
"8404",2
"8405",7
"8406",8
"8407",2
"8408",0
"8409",7
"8410",8
"8411",9
"8412",0
"8413",5
"8414",3
"8415",4
"8416",1
"8417",5
"8418",1
"8419",0
"8420",5
"8421",6
"8422",0
"8423",1
"8424",5
"8425",7
"8426",1
"8427",2
"8428",6
"8429",4
"8430",1
"8431",5
"8432",0
"8433",0
"8434",7
"8435",1
"8436",7
"8437",1
"8438",2
"8439",5
"8440",1
"8441",1
"8442",3
"8443",8
"8444",4
"8445",4
"8446",2
"8447",5
"8448",8
"8449",9
"8450",0
"8451",6
"8452",4
"8453",0
"8454",4
"8455",6
"8456",8
"8457",7
"8458",1
"8459",7
"8460",0
"8461",2
"8462",5
"8463",8
"8464",9
"8465",0
"8466",7
"8467",4
"8468",0
"8469",4
"8470",4
"8471",8
"8472",3
"8473",5
"8474",2
"8475",5
"8476",2
"8477",0
"8478",4
"8479",6
"8480",1
"8481",1
"8482",7
"8483",2
"8484",0
"8485",8
"8486",2
"8487",9
"8488",5
"8489",3
"8490",0
"8491",4
"8492",9
"8493",2
"8494",3
"8495",5
"8496",0
"8497",8
"8498",1
"8499",3
"8500",9
"8501",3
"8502",1
"8503",8
"8504",2
"8505",6
"8506",7
"8507",1
"8508",3
"8509",8
"8510",3
"8511",0
"8512",7
"8513",9
"8514",9
"8515",8
"8516",5
"8517",7
"8518",0
"8519",2
"8520",3
"8521",4
"8522",3
"8523",7
"8524",6
"8525",5
"8526",0
"8527",6
"8528",3
"8529",7
"8530",9
"8531",3
"8532",8
"8533",5
"8534",2
"8535",7
"8536",2
"8537",6
"8538",6
"8539",2
"8540",0
"8541",2
"8542",0
"8543",6
"8544",1
"8545",0
"8546",5
"8547",6
"8548",0
"8549",3
"8550",7
"8551",4
"8552",2
"8553",2
"8554",8
"8555",5
"8556",7
"8557",2
"8558",1
"8559",3
"8560",4
"8561",3
"8562",6
"8563",8
"8564",1
"8565",4
"8566",3
"8567",3
"8568",9
"8569",2
"8570",3
"8571",9
"8572",4
"8573",1
"8574",6
"8575",6
"8576",7
"8577",4
"8578",6
"8579",7
"8580",5
"8581",0
"8582",1
"8583",7
"8584",7
"8585",9
"8586",4
"8587",6
"8588",4
"8589",8
"8590",1
"8591",3
"8592",4
"8593",9
"8594",8
"8595",9
"8596",3
"8597",2
"8598",3
"8599",1
"8600",7
"8601",4
"8602",1
"8603",4
"8604",0
"8605",7
"8606",4
"8607",4
"8608",1
"8609",6
"8610",2
"8611",0
"8612",1
"8613",1
"8614",7
"8615",1
"8616",7
"8617",0
"8618",4
"8619",6
"8620",2
"8621",6
"8622",7
"8623",6
"8624",4
"8625",9
"8626",6
"8627",7
"8628",3
"8629",2
"8630",7
"8631",4
"8632",3
"8633",7
"8634",6
"8635",3
"8636",7
"8637",4
"8638",8
"8639",6
"8640",0
"8641",5
"8642",7
"8643",7
"8644",5
"8645",1
"8646",6
"8647",1
"8648",0
"8649",3
"8650",2
"8651",4
"8652",1
"8653",3
"8654",8
"8655",2
"8656",0
"8657",2
"8658",7
"8659",0
"8660",8
"8661",7
"8662",1
"8663",5
"8664",7
"8665",1
"8666",3
"8667",3
"8668",6
"8669",7
"8670",2
"8671",5
"8672",7
"8673",2
"8674",8
"8675",2
"8676",6
"8677",4
"8678",9
"8679",4
"8680",9
"8681",2
"8682",9
"8683",0
"8684",9
"8685",8
"8686",3
"8687",8
"8688",8
"8689",8
"8690",0
"8691",5
"8692",2
"8693",5
"8694",1
"8695",3
"8696",1
"8697",9
"8698",0
"8699",0
"8700",4
"8701",8
"8702",3
"8703",3
"8704",3
"8705",7
"8706",3
"8707",0
"8708",9
"8709",0
"8710",2
"8711",9
"8712",1
"8713",7
"8714",5
"8715",3
"8716",9
"8717",1
"8718",8
"8719",7
"8720",1
"8721",2
"8722",2
"8723",6
"8724",4
"8725",8
"8726",2
"8727",5
"8728",9
"8729",3
"8730",5
"8731",0
"8732",8
"8733",2
"8734",7
"8735",2
"8736",2
"8737",1
"8738",2
"8739",0
"8740",2
"8741",2
"8742",0
"8743",0
"8744",8
"8745",2
"8746",3
"8747",2
"8748",3
"8749",6
"8750",4
"8751",4
"8752",1
"8753",0
"8754",2
"8755",1
"8756",6
"8757",2
"8758",0
"8759",4
"8760",1
"8761",1
"8762",0
"8763",4
"8764",1
"8765",3
"8766",3
"8767",5
"8768",9
"8769",7
"8770",3
"8771",8
"8772",6
"8773",8
"8774",4
"8775",7
"8776",7
"8777",9
"8778",4
"8779",4
"8780",6
"8781",3
"8782",5
"8783",9
"8784",8
"8785",0
"8786",6
"8787",5
"8788",0
"8789",0
"8790",1
"8791",6
"8792",1
"8793",2
"8794",4
"8795",2
"8796",1
"8797",7
"8798",6
"8799",9
"8800",8
"8801",6
"8802",2
"8803",2
"8804",1
"8805",5
"8806",5
"8807",3
"8808",7
"8809",1
"8810",1
"8811",5
"8812",2
"8813",9
"8814",6
"8815",5
"8816",9
"8817",0
"8818",3
"8819",5
"8820",6
"8821",0
"8822",6
"8823",2
"8824",3
"8825",6
"8826",7
"8827",1
"8828",4
"8829",0
"8830",0
"8831",7
"8832",9
"8833",2
"8834",5
"8835",4
"8836",3
"8837",0
"8838",0
"8839",3
"8840",6
"8841",9
"8842",2
"8843",1
"8844",2
"8845",1
"8846",6
"8847",8
"8848",8
"8849",0
"8850",7
"8851",4
"8852",7
"8853",4
"8854",3
"8855",1
"8856",0
"8857",3
"8858",2
"8859",1
"8860",9
"8861",2
"8862",2
"8863",8
"8864",1
"8865",5
"8866",7
"8867",8
"8868",9
"8869",6
"8870",2
"8871",6
"8872",5
"8873",3
"8874",1
"8875",3
"8876",2
"8877",5
"8878",0
"8879",8
"8880",8
"8881",4
"8882",5
"8883",6
"8884",3
"8885",6
"8886",4
"8887",1
"8888",1
"8889",9
"8890",4
"8891",1
"8892",3
"8893",1
"8894",6
"8895",7
"8896",9
"8897",9
"8898",9
"8899",3
"8900",5
"8901",3
"8902",5
"8903",8
"8904",5
"8905",5
"8906",4
"8907",9
"8908",1
"8909",7
"8910",7
"8911",6
"8912",1
"8913",1
"8914",2
"8915",4
"8916",3
"8917",8
"8918",0
"8919",5
"8920",1
"8921",3
"8922",6
"8923",1
"8924",5
"8925",1
"8926",0
"8927",8
"8928",3
"8929",3
"8930",0
"8931",0
"8932",1
"8933",5
"8934",1
"8935",3
"8936",3
"8937",7
"8938",0
"8939",8
"8940",3
"8941",7
"8942",5
"8943",0
"8944",0
"8945",8
"8946",6
"8947",1
"8948",2
"8949",4
"8950",3
"8951",0
"8952",4
"8953",6
"8954",9
"8955",1
"8956",9
"8957",4
"8958",4
"8959",3
"8960",8
"8961",1
"8962",9
"8963",1
"8964",4
"8965",6
"8966",9
"8967",5
"8968",5
"8969",5
"8970",5
"8971",5
"8972",9
"8973",8
"8974",8
"8975",8
"8976",5
"8977",5
"8978",9
"8979",6
"8980",0
"8981",0
"8982",0
"8983",1
"8984",6
"8985",1
"8986",4
"8987",9
"8988",7
"8989",4
"8990",1
"8991",4
"8992",4
"8993",3
"8994",2
"8995",6
"8996",3
"8997",3
"8998",2
"8999",6
"9000",1
"9001",8
"9002",4
"9003",0
"9004",9
"9005",3
"9006",9
"9007",9
"9008",6
"9009",3
"9010",4
"9011",2
"9012",5
"9013",7
"9014",3
"9015",5
"9016",9
"9017",5
"9018",3
"9019",7
"9020",6
"9021",4
"9022",0
"9023",1
"9024",7
"9025",2
"9026",8
"9027",6
"9028",9
"9029",8
"9030",0
"9031",8
"9032",3
"9033",0
"9034",7
"9035",8
"9036",6
"9037",1
"9038",7
"9039",7
"9040",0
"9041",1
"9042",5
"9043",4
"9044",7
"9045",7
"9046",2
"9047",8
"9048",5
"9049",7
"9050",2
"9051",6
"9052",1
"9053",7
"9054",5
"9055",2
"9056",7
"9057",1
"9058",6
"9059",1
"9060",1
"9061",4
"9062",5
"9063",8
"9064",0
"9065",2
"9066",0
"9067",7
"9068",4
"9069",3
"9070",7
"9071",9
"9072",7
"9073",6
"9074",5
"9075",7
"9076",4
"9077",1
"9078",0
"9079",0
"9080",3
"9081",0
"9082",9
"9083",2
"9084",2
"9085",0
"9086",4
"9087",9
"9088",5
"9089",2
"9090",8
"9091",4
"9092",6
"9093",4
"9094",4
"9095",1
"9096",5
"9097",7
"9098",3
"9099",8
"9100",0
"9101",7
"9102",4
"9103",8
"9104",1
"9105",7
"9106",2
"9107",5
"9108",5
"9109",9
"9110",9
"9111",3
"9112",1
"9113",2
"9114",4
"9115",8
"9116",4
"9117",3
"9118",3
"9119",2
"9120",8
"9121",1
"9122",2
"9123",0
"9124",8
"9125",1
"9126",5
"9127",9
"9128",9
"9129",1
"9130",9
"9131",4
"9132",9
"9133",9
"9134",9
"9135",3
"9136",6
"9137",5
"9138",0
"9139",8
"9140",2
"9141",9
"9142",8
"9143",6
"9144",8
"9145",2
"9146",4
"9147",7
"9148",1
"9149",8
"9150",0
"9151",3
"9152",9
"9153",3
"9154",7
"9155",0
"9156",4
"9157",4
"9158",5
"9159",1
"9160",8
"9161",0
"9162",7
"9163",8
"9164",2
"9165",7
"9166",1
"9167",2
"9168",3
"9169",2
"9170",9
"9171",8
"9172",6
"9173",7
"9174",5
"9175",2
"9176",1
"9177",9
"9178",7
"9179",9
"9180",1
"9181",4
"9182",5
"9183",3
"9184",9
"9185",7
"9186",6
"9187",9
"9188",2
"9189",5
"9190",4
"9191",0
"9192",8
"9193",1
"9194",9
"9195",9
"9196",5
"9197",9
"9198",3
"9199",3
"9200",1
"9201",1
"9202",0
"9203",5
"9204",0
"9205",3
"9206",9
"9207",5
"9208",8
"9209",7
"9210",4
"9211",5
"9212",2
"9213",2
"9214",0
"9215",0
"9216",6
"9217",0
"9218",7
"9219",8
"9220",7
"9221",7
"9222",3
"9223",2
"9224",2
"9225",2
"9226",6
"9227",4
"9228",5
"9229",1
"9230",3
"9231",4
"9232",9
"9233",2
"9234",4
"9235",5
"9236",9
"9237",6
"9238",7
"9239",1
"9240",4
"9241",7
"9242",0
"9243",0
"9244",0
"9245",7
"9246",7
"9247",9
"9248",2
"9249",9
"9250",3
"9251",1
"9252",7
"9253",2
"9254",7
"9255",2
"9256",7
"9257",2
"9258",3
"9259",1
"9260",4
"9261",4
"9262",7
"9263",9
"9264",2
"9265",4
"9266",3
"9267",5
"9268",4
"9269",0
"9270",5
"9271",6
"9272",3
"9273",7
"9274",5
"9275",1
"9276",8
"9277",9
"9278",7
"9279",5
"9280",8
"9281",8
"9282",2
"9283",3
"9284",5
"9285",2
"9286",7
"9287",8
"9288",1
"9289",6
"9290",0
"9291",4
"9292",2
"9293",2
"9294",1
"9295",4
"9296",9
"9297",2
"9298",7
"9299",3
"9300",4
"9301",9
"9302",4
"9303",8
"9304",9
"9305",9
"9306",3
"9307",3
"9308",0
"9309",1
"9310",3
"9311",4
"9312",4
"9313",9
"9314",4
"9315",0
"9316",5
"9317",2
"9318",2
"9319",4
"9320",2
"9321",6
"9322",7
"9323",5
"9324",8
"9325",9
"9326",8
"9327",1
"9328",4
"9329",1
"9330",7
"9331",8
"9332",9
"9333",8
"9334",0
"9335",1
"9336",0
"9337",0
"9338",1
"9339",5
"9340",6
"9341",8
"9342",5
"9343",3
"9344",9
"9345",0
"9346",3
"9347",3
"9348",9
"9349",6
"9350",6
"9351",3
"9352",3
"9353",9
"9354",5
"9355",5
"9356",8
"9357",9
"9358",8
"9359",5
"9360",8
"9361",9
"9362",8
"9363",4
"9364",8
"9365",4
"9366",7
"9367",6
"9368",7
"9369",4
"9370",2
"9371",8
"9372",5
"9373",5
"9374",8
"9375",3
"9376",6
"9377",7
"9378",8
"9379",8
"9380",7
"9381",7
"9382",3
"9383",9
"9384",0
"9385",3
"9386",6
"9387",3
"9388",3
"9389",3
"9390",5
"9391",7
"9392",8
"9393",5
"9394",6
"9395",7
"9396",0
"9397",7
"9398",0
"9399",8
"9400",2
"9401",3
"9402",5
"9403",2
"9404",0
"9405",7
"9406",5
"9407",1
"9408",8
"9409",0
"9410",3
"9411",9
"9412",8
"9413",2
"9414",4
"9415",1
"9416",6
"9417",2
"9418",5
"9419",1
"9420",4
"9421",8
"9422",7
"9423",5
"9424",8
"9425",3
"9426",3
"9427",0
"9428",6
"9429",3
"9430",8
"9431",0
"9432",2
"9433",8
"9434",0
"9435",5
"9436",6
"9437",5
"9438",9
"9439",7
"9440",2
"9441",4
"9442",2
"9443",5
"9444",0
"9445",5
"9446",9
"9447",6
"9448",7
"9449",1
"9450",3
"9451",1
"9452",0
"9453",5
"9454",7
"9455",6
"9456",6
"9457",2
"9458",0
"9459",5
"9460",8
"9461",7
"9462",7
"9463",9
"9464",5
"9465",6
"9466",8
"9467",8
"9468",4
"9469",9
"9470",3
"9471",9
"9472",7
"9473",8
"9474",9
"9475",4
"9476",7
"9477",7
"9478",5
"9479",0
"9480",1
"9481",8
"9482",0
"9483",6
"9484",0
"9485",7
"9486",3
"9487",8
"9488",7
"9489",4
"9490",4
"9491",3
"9492",5
"9493",9
